table_name,event_date,user_pseudo_id,advertising_id,app_version,platform,country,online_time,max_level,engagement_time_msec,ga_session_id,ga_session_number,event_name,product_id_iap,rev_iap,rev_iaa,placement,ad_source,ad_format,install_date
IAA,8/10/2025,3f2a56d5bbd50943fed5afed6cfb5145,d463b35d-8bbf-45b4-90b3-34e0467acad7,3.1.1,ANDROID,Algeria,10939,8,,1754818564,1,ad_impression,,0,0.000782987,AdsChangeFahion,Mintegral,INTER,8/10/2025
IAA,7/25/2025,97f7a05649f649c7c34069bb895a4d3b,d6b3a93d-c478-439a-ac5b-4ada2fe52e43,3.1.1,ANDROID,South Africa,301000,200,,1753433171,46,ad_impression,,0,0.002828132,HeartAds,AppLovin,REWARDED,6/27/2025
IAA,8/1/2025,b956f1e488010f7ca39ceec63b57634e,e2ffae8b-e597-4bd4-b123-b81a17312099,3.1.1,ANDROID,India,3443528,214,,1753982121,69,ad_impression,,0,9.03E-05,AdsUpgrade_Patient,Google AdMob,REWARDED,7/20/2025
IAA,7/23/2025,b831349a3a6718e9aebf8eefc5f0a76f,e3378161-0b3e-42b2-aa62-818bcadc57f1,3.1.1,ANDROID,Indonesia,86930,41,,1753266632,26,ad_impression,,0,0.000640754,HeartAds,AppLovin,REWARDED,7/17/2025
IAA,8/8/2025,90b79624d5abd251c7eba31718b0b8dc,e39f39b4-7ee4-48d2-b54a-ed2368ce7993,3.1.1,ANDROID,Pakistan,82147,401,,1754649587,21,ad_impression,,0,3.12E-05,AdsChangeFahion,Mintegral,REWARDED,7/17/2025
IAA,8/8/2025,6b88b9c965ebeaae230cb396484a830a,ea79bfda-7c96-47d3-b76d-6e706bb4eb12,3.1.1,ANDROID,India,249992,41,,1754585764,86,ad_impression,,0,0.000512015,AdsUpgrade_Patient,Unity Ads,REWARDED,6/23/2025
IAA,7/26/2025,37f8a4f1f7c2d14413112484c4fafa92,ec17da71-2495-461b-84b7-98af7dfa6468,3.1.1,ANDROID,Costa Rica,624,5,,1753536566,1,ad_impression,,0,0.003,AdsChangeFahion,Google AdMob,REWARDED,7/26/2025
IAA,7/25/2025,192586c0b45087fb3af6da7d24f03699,ed9e9b9c-bbb8-4ceb-8262-1dd7fc45bd7e,3.1.1,ANDROID,Panama,10889832,382,,1753402875,113,ad_impression,,0,0.00225,AdsUpgrade_Patient,Google AdMob,REWARDED,7/2/2025
IAA,7/22/2025,82b9930bce677c888c64a618a0185847,ee1d1dfa-d1d3-445c-96e6-e668437590b8,3.1.1,ANDROID,Brazil,2101794,88,,1753164747,17,ad_impression,,0,0.011102302,AdsChangeFahion,Unity Ads,REWARDED,7/10/2025
IAA,7/20/2025,82b9930bce677c888c64a618a0185847,ee1d1dfa-d1d3-445c-96e6-e668437590b8,3.1.1,ANDROID,Brazil,1621814,77,,1753004255,14,ad_impression,,0,0.007206,AdsChangeFahion,Unity Ads,REWARDED,7/10/2025
